TimeGenerated,DisplayName,AlertName,AlertSeverity,Description,ProviderName,VendorName,ProductName,SystemAlertId,AlertType,Status,ConfidenceLevel,ConfidenceScore,IsIncident,StartTime,EndTime,Entities,Tactics,Techniques,ProcessingEndTime,Type
2026-04-28T21:23:07Z,DNS tunneling indicator,DNS tunneling indicator,Medium,High volume of TXT-record queries to an uncommon domain,Azure Sentinel,Microsoft,Microsoft Defender,alert-0273,DNStunnelingindicator,InProgress,High,0.75,0,2026-04-28T21:23:07Z,2026-04-28T21:48:07Z,"[{""Type"": ""host"", ""HostName"": ""WS-FINANCE-01""}]",CommandAndControl,T1071.004,2026-04-28T21:48:12Z,SecurityAlert
2026-04-28T21:28:29Z,Mass file deletion,Mass file deletion,Low,A user deleted 200+ files within 5 minutes,Azure Sentinel,Microsoft,Microsoft Defender,alert-0274,Massfiledeletion,New,High,0.82,0,2026-04-28T21:28:29Z,2026-04-28T21:33:29Z,"[{""Type"": ""host"", ""HostName"": ""LAP-EXEC-01""}]",Impact,T1485,2026-04-28T21:33:34Z,SecurityAlert
2026-04-28T21:29:08Z,Possible password spray,Possible password spray,High,A single source IP attempted login to many distinct accounts,Azure Sentinel,Microsoft,Microsoft Defender,alert-0275,Possiblepasswordspray,New,High,0.67,0,2026-04-28T21:29:08Z,2026-04-28T21:39:08Z,"[{""Type"": ""host"", ""HostName"": ""SVR-DC-01""}]",CredentialAccess,T1110.003,2026-04-28T21:39:13Z,SecurityAlert
2026-04-28T21:29:25Z,Possible password spray,Possible password spray,High,A single source IP attempted login to many distinct accounts,Azure Sentinel,Microsoft,Microsoft Defender,alert-0276,Possiblepasswordspray,New,High,0.66,0,2026-04-28T21:29:25Z,2026-04-28T21:35:25Z,"[{""Type"": ""host"", ""HostName"": ""LAP-DEV-06""}]",CredentialAccess,T1110.003,2026-04-28T21:35:30Z,SecurityAlert
2026-04-28T21:35:14Z,Suspicious scheduled task,Suspicious scheduled task,Medium,Schtasks created with binary in ProgramData,Azure Sentinel,Microsoft,Microsoft Defender,alert-0277,Suspiciousscheduledtask,InProgress,High,0.98,0,2026-04-28T21:35:14Z,2026-04-28T22:01:14Z,"[{""Type"": ""host"", ""HostName"": ""WS-FIN-02""}]",Persistence,T1053.005,2026-04-28T22:01:19Z,SecurityAlert
2026-04-28T21:41:20Z,Mass file deletion,Mass file deletion,Low,A user deleted 200+ files within 5 minutes,Azure Sentinel,Microsoft,Microsoft Defender,alert-0278,Massfiledeletion,Resolved,High,0.73,0,2026-04-28T21:41:20Z,2026-04-28T21:54:20Z,"[{""Type"": ""host"", ""HostName"": ""WS-OPS-02""}]",Impact,T1485,2026-04-28T21:54:25Z,SecurityAlert
2026-04-28T21:49:03Z,Suspicious PowerShell execution,Suspicious PowerShell execution,Medium,Detected suspicious PowerShell EncodedCommand,Azure Sentinel,Microsoft,Microsoft Defender,alert-0279,SuspiciousPowerShellexecution,New,High,0.90,0,2026-04-28T21:49:03Z,2026-04-28T22:04:03Z,"[{""Type"": ""host"", ""HostName"": ""WS-RECEPTION-01""}]",Execution,T1059.001,2026-04-28T22:04:08Z,SecurityAlert
2026-04-28T21:50:45Z,Possible password spray,Possible password spray,High,A single source IP attempted login to many distinct accounts,Azure Sentinel,Microsoft,Microsoft Defender,alert-0280,Possiblepasswordspray,InProgress,High,0.90,0,2026-04-28T21:50:45Z,2026-04-28T21:54:45Z,"[{""Type"": ""host"", ""HostName"": ""LAP-DEV-06""}]",CredentialAccess,T1110.003,2026-04-28T21:54:50Z,SecurityAlert
2026-04-28T22:15:07Z,Suspicious scheduled task,Suspicious scheduled task,Medium,Schtasks created with binary in ProgramData,Azure Sentinel,Microsoft,Microsoft Defender,alert-0281,Suspiciousscheduledtask,New,High,0.93,0,2026-04-28T22:15:07Z,2026-04-28T22:33:07Z,"[{""Type"": ""host"", ""HostName"": ""WS-OPS-01""}]",Persistence,T1053.005,2026-04-28T22:33:12Z,SecurityAlert
2026-04-28T22:16:45Z,Anomalous sign-in from unfamiliar location,Anomalous sign-in from unfamiliar location,Medium,User signed in from a country not previously seen,Azure Sentinel,Microsoft,Microsoft Defender,alert-0282,Anomaloussign-infromunfamiliarlocation,New,High,0.75,0,2026-04-28T22:16:45Z,2026-04-28T22:21:45Z,"[{""Type"": ""host"", ""HostName"": ""WS-ENG-01""}]",InitialAccess,T1078,2026-04-28T22:21:50Z,SecurityAlert
2026-04-28T22:23:41Z,Credential dumping detected,Credential dumping detected,High,lsass.exe memory access from an untrusted process,Azure Sentinel,Microsoft,Microsoft Defender,alert-0283,Credentialdumpingdetected,Resolved,High,0.63,0,2026-04-28T22:23:41Z,2026-04-28T22:35:41Z,"[{""Type"": ""host"", ""HostName"": ""LAP-EXEC-01""}]",CredentialAccess,T1003.001,2026-04-28T22:35:46Z,SecurityAlert
2026-04-28T22:24:43Z,Anomalous sign-in from unfamiliar location,Anomalous sign-in from unfamiliar location,Medium,User signed in from a country not previously seen,Azure Sentinel,Microsoft,Microsoft Defender,alert-0284,Anomaloussign-infromunfamiliarlocation,New,High,0.62,0,2026-04-28T22:24:43Z,2026-04-28T22:31:43Z,"[{""Type"": ""host"", ""HostName"": ""WS-RECEPTION-01""}]",InitialAccess,T1078,2026-04-28T22:31:48Z,SecurityAlert
2026-04-28T22:27:44Z,Lateral movement via SMB,Lateral movement via SMB,High,Unusual SMB activity from a single host to many destinations,Azure Sentinel,Microsoft,Microsoft Defender,alert-0285,LateralmovementviaSMB,New,High,0.84,0,2026-04-28T22:27:44Z,2026-04-28T22:45:44Z,"[{""Type"": ""host"", ""HostName"": ""SVR-WEB-01""}]",LateralMovement,T1021.002,2026-04-28T22:45:49Z,SecurityAlert
2026-04-28T22:28:50Z,Anomalous sign-in from unfamiliar location,Anomalous sign-in from unfamiliar location,Medium,User signed in from a country not previously seen,Azure Sentinel,Microsoft,Microsoft Defender,alert-0286,Anomaloussign-infromunfamiliarlocation,InProgress,High,0.77,0,2026-04-28T22:28:50Z,2026-04-28T22:31:50Z,"[{""Type"": ""host"", ""HostName"": ""WS-DEV-02""}]",InitialAccess,T1078,2026-04-28T22:31:55Z,SecurityAlert
2026-04-28T22:30:29Z,Suspicious PowerShell execution,Suspicious PowerShell execution,Medium,Detected suspicious PowerShell EncodedCommand,Azure Sentinel,Microsoft,Microsoft Defender,alert-0287,SuspiciousPowerShellexecution,InProgress,High,0.75,0,2026-04-28T22:30:29Z,2026-04-28T22:41:29Z,"[{""Type"": ""host"", ""HostName"": ""WS-SUPPORT-01""}]",Execution,T1059.001,2026-04-28T22:41:34Z,SecurityAlert
2026-04-28T22:44:33Z,Anomalous sign-in from unfamiliar location,Anomalous sign-in from unfamiliar location,Medium,User signed in from a country not previously seen,Azure Sentinel,Microsoft,Microsoft Defender,alert-0288,Anomaloussign-infromunfamiliarlocation,Resolved,High,0.83,0,2026-04-28T22:44:33Z,2026-04-28T23:13:33Z,"[{""Type"": ""host"", ""HostName"": ""WS-MKT-01""}]",InitialAccess,T1078,2026-04-28T23:13:38Z,SecurityAlert
2026-04-28T22:50:54Z,Anomalous sign-in from unfamiliar location,Anomalous sign-in from unfamiliar location,Medium,User signed in from a country not previously seen,Azure Sentinel,Microsoft,Microsoft Defender,alert-0289,Anomaloussign-infromunfamiliarlocation,New,High,0.71,0,2026-04-28T22:50:54Z,2026-04-28T22:59:54Z,"[{""Type"": ""host"", ""HostName"": ""LAP-SALES-04""}]",InitialAccess,T1078,2026-04-28T22:59:59Z,SecurityAlert
2026-04-28T23:22:20Z,Anomalous sign-in from unfamiliar location,Anomalous sign-in from unfamiliar location,Medium,User signed in from a country not previously seen,Azure Sentinel,Microsoft,Microsoft Defender,alert-0290,Anomaloussign-infromunfamiliarlocation,InProgress,High,0.90,0,2026-04-28T23:22:20Z,2026-04-28T23:42:20Z,"[{""Type"": ""host"", ""HostName"": ""WS-FIN-02""}]",InitialAccess,T1078,2026-04-28T23:42:25Z,SecurityAlert
2026-04-28T23:25:43Z,Mass file deletion,Mass file deletion,Low,A user deleted 200+ files within 5 minutes,Azure Sentinel,Microsoft,Microsoft Defender,alert-0291,Massfiledeletion,Resolved,High,0.95,0,2026-04-28T23:25:43Z,2026-04-28T23:37:43Z,"[{""Type"": ""host"", ""HostName"": ""WS-ENG-01""}]",Impact,T1485,2026-04-28T23:37:48Z,SecurityAlert
2026-04-28T23:31:50Z,Mass file deletion,Mass file deletion,Low,A user deleted 200+ files within 5 minutes,Azure Sentinel,Microsoft,Microsoft Defender,alert-0292,Massfiledeletion,New,High,0.62,0,2026-04-28T23:31:50Z,2026-04-28T23:46:50Z,"[{""Type"": ""host"", ""HostName"": ""WS-SUPPORT-01""}]",Impact,T1485,2026-04-28T23:46:55Z,SecurityAlert
2026-04-28T23:57:27Z,Possible password spray,Possible password spray,High,A single source IP attempted login to many distinct accounts,Azure Sentinel,Microsoft,Microsoft Defender,alert-0293,Possiblepasswordspray,New,High,0.67,0,2026-04-28T23:57:27Z,2026-04-29T00:04:27Z,"[{""Type"": ""host"", ""HostName"": ""WS-MKT-01""}]",CredentialAccess,T1110.003,2026-04-29T00:04:32Z,SecurityAlert
2026-04-29T00:00:58Z,Mass file deletion,Mass file deletion,Low,A user deleted 200+ files within 5 minutes,Azure Sentinel,Microsoft,Microsoft Defender,alert-0294,Massfiledeletion,New,High,0.84,0,2026-04-29T00:00:58Z,2026-04-29T00:02:58Z,"[{""Type"": ""host"", ""HostName"": ""WS-MKT-01""}]",Impact,T1485,2026-04-29T00:03:03Z,SecurityAlert
2026-04-29T00:01:30Z,Possible password spray,Possible password spray,High,A single source IP attempted login to many distinct accounts,Azure Sentinel,Microsoft,Microsoft Defender,alert-0295,Possiblepasswordspray,New,High,0.99,0,2026-04-29T00:01:30Z,2026-04-29T00:16:30Z,"[{""Type"": ""host"", ""HostName"": ""WS-IT-01""}]",CredentialAccess,T1110.003,2026-04-29T00:16:35Z,SecurityAlert
2026-04-29T00:05:13Z,Credential dumping detected,Credential dumping detected,High,lsass.exe memory access from an untrusted process,Azure Sentinel,Microsoft,Microsoft Defender,alert-0296,Credentialdumpingdetected,Resolved,High,0.83,0,2026-04-29T00:05:13Z,2026-04-29T00:29:13Z,"[{""Type"": ""host"", ""HostName"": ""WS-OPS-01""}]",CredentialAccess,T1003.001,2026-04-29T00:29:18Z,SecurityAlert
2026-04-29T00:05:52Z,Possible password spray,Possible password spray,High,A single source IP attempted login to many distinct accounts,Azure Sentinel,Microsoft,Microsoft Defender,alert-0297,Possiblepasswordspray,InProgress,High,0.81,0,2026-04-29T00:05:52Z,2026-04-29T00:11:52Z,"[{""Type"": ""host"", ""HostName"": ""SVR-WEB-01""}]",CredentialAccess,T1110.003,2026-04-29T00:11:57Z,SecurityAlert
2026-04-29T00:12:47Z,Lateral movement via SMB,Lateral movement via SMB,High,Unusual SMB activity from a single host to many destinations,Azure Sentinel,Microsoft,Microsoft Defender,alert-0298,LateralmovementviaSMB,New,High,0.74,0,2026-04-29T00:12:47Z,2026-04-29T00:16:47Z,"[{""Type"": ""host"", ""HostName"": ""WS-MKT-02""}]",LateralMovement,T1021.002,2026-04-29T00:16:52Z,SecurityAlert
2026-04-29T00:19:26Z,DNS tunneling indicator,DNS tunneling indicator,Medium,High volume of TXT-record queries to an uncommon domain,Azure Sentinel,Microsoft,Microsoft Defender,alert-0299,DNStunnelingindicator,New,High,0.89,0,2026-04-29T00:19:26Z,2026-04-29T00:34:26Z,"[{""Type"": ""host"", ""HostName"": ""WS-OPS-02""}]",CommandAndControl,T1071.004,2026-04-29T00:34:31Z,SecurityAlert
2026-04-29T00:20:01Z,Credential dumping detected,Credential dumping detected,High,lsass.exe memory access from an untrusted process,Azure Sentinel,Microsoft,Microsoft Defender,alert-0300,Credentialdumpingdetected,New,High,0.91,0,2026-04-29T00:20:01Z,2026-04-29T00:47:01Z,"[{""Type"": ""host"", ""HostName"": ""LAP-SALES-04""}]",CredentialAccess,T1003.001,2026-04-29T00:47:06Z,SecurityAlert
2026-04-29T00:45:12Z,DNS tunneling indicator,DNS tunneling indicator,Medium,High volume of TXT-record queries to an uncommon domain,Azure Sentinel,Microsoft,Microsoft Defender,alert-0301,DNStunnelingindicator,New,High,0.77,0,2026-04-29T00:45:12Z,2026-04-29T00:51:12Z,"[{""Type"": ""host"", ""HostName"": ""WS-RECEPTION-01""}]",CommandAndControl,T1071.004,2026-04-29T00:51:17Z,SecurityAlert
2026-04-29T00:53:01Z,Possible password spray,Possible password spray,High,A single source IP attempted login to many distinct accounts,Azure Sentinel,Microsoft,Microsoft Defender,alert-0302,Possiblepasswordspray,New,High,0.95,0,2026-04-29T00:53:01Z,2026-04-29T01:07:01Z,"[{""Type"": ""host"", ""HostName"": ""WS-OPS-01""}]",CredentialAccess,T1110.003,2026-04-29T01:07:06Z,SecurityAlert
2026-04-29T01:04:34Z,First-time process,First-time process,Low,Detected First-time process,Microsoft Defender,Microsoft,Microsoft Defender,alert-106,First-timeprocess,New,High,0.95,0,2026-04-29T01:04:34Z,2026-04-29T01:09:34Z,"[{""Type"": ""host"", ""HostName"": ""WS-FINANCE-01""}]",Discovery,T1083,2026-04-29T01:05:34Z,SecurityAlert
2026-04-29T01:13:06Z,Credential dumping detected,Credential dumping detected,High,lsass.exe memory access from an untrusted process,Azure Sentinel,Microsoft,Microsoft Defender,alert-0303,Credentialdumpingdetected,New,High,0.77,0,2026-04-29T01:13:06Z,2026-04-29T01:18:06Z,"[{""Type"": ""host"", ""HostName"": ""WS-FINANCE-01""}]",CredentialAccess,T1003.001,2026-04-29T01:18:11Z,SecurityAlert
2026-04-29T01:25:18Z,Mass file deletion,Mass file deletion,Low,A user deleted 200+ files within 5 minutes,Azure Sentinel,Microsoft,Microsoft Defender,alert-0304,Massfiledeletion,New,High,0.68,0,2026-04-29T01:25:18Z,2026-04-29T01:26:18Z,"[{""Type"": ""host"", ""HostName"": ""WS-MKT-02""}]",Impact,T1485,2026-04-29T01:26:23Z,SecurityAlert
2026-04-29T01:53:48Z,DNS tunneling indicator,DNS tunneling indicator,Medium,High volume of TXT-record queries to an uncommon domain,Azure Sentinel,Microsoft,Microsoft Defender,alert-0305,DNStunnelingindicator,New,High,0.91,0,2026-04-29T01:53:48Z,2026-04-29T02:05:48Z,"[{""Type"": ""host"", ""HostName"": ""LAP-SALES-04""}]",CommandAndControl,T1071.004,2026-04-29T02:05:53Z,SecurityAlert
2026-04-29T02:02:09Z,DNS tunneling indicator,DNS tunneling indicator,Medium,High volume of TXT-record queries to an uncommon domain,Azure Sentinel,Microsoft,Microsoft Defender,alert-0306,DNStunnelingindicator,New,High,0.60,0,2026-04-29T02:02:09Z,2026-04-29T02:24:09Z,"[{""Type"": ""host"", ""HostName"": ""WS-SUPPORT-01""}]",CommandAndControl,T1071.004,2026-04-29T02:24:14Z,SecurityAlert
2026-04-29T02:08:08Z,Credential dumping detected,Credential dumping detected,High,lsass.exe memory access from an untrusted process,Azure Sentinel,Microsoft,Microsoft Defender,alert-0307,Credentialdumpingdetected,New,High,0.82,0,2026-04-29T02:08:08Z,2026-04-29T02:17:08Z,"[{""Type"": ""host"", ""HostName"": ""LAP-DEV-05""}]",CredentialAccess,T1003.001,2026-04-29T02:17:13Z,SecurityAlert
2026-04-29T02:11:18Z,DNS tunneling indicator,DNS tunneling indicator,Medium,High volume of TXT-record queries to an uncommon domain,Azure Sentinel,Microsoft,Microsoft Defender,alert-0308,DNStunnelingindicator,New,High,0.89,0,2026-04-29T02:11:18Z,2026-04-29T02:32:18Z,"[{""Type"": ""host"", ""HostName"": ""WS-MKT-01""}]",CommandAndControl,T1071.004,2026-04-29T02:32:23Z,SecurityAlert
2026-04-29T02:13:31Z,Suspicious PowerShell execution,Suspicious PowerShell execution,Medium,Detected suspicious PowerShell EncodedCommand,Azure Sentinel,Microsoft,Microsoft Defender,alert-0309,SuspiciousPowerShellexecution,New,High,0.70,0,2026-04-29T02:13:31Z,2026-04-29T02:36:31Z,"[{""Type"": ""host"", ""HostName"": ""WS-FINANCE-01""}]",Execution,T1059.001,2026-04-29T02:36:36Z,SecurityAlert
2026-04-29T02:16:02Z,Suspicious PowerShell execution,Suspicious PowerShell execution,Medium,Detected suspicious PowerShell EncodedCommand,Azure Sentinel,Microsoft,Microsoft Defender,alert-0310,SuspiciousPowerShellexecution,New,High,0.96,0,2026-04-29T02:16:02Z,2026-04-29T02:46:02Z,"[{""Type"": ""host"", ""HostName"": ""LAP-EXEC-01""}]",Execution,T1059.001,2026-04-29T02:46:07Z,SecurityAlert
2026-04-29T02:16:30Z,DNS tunneling indicator,DNS tunneling indicator,Medium,High volume of TXT-record queries to an uncommon domain,Azure Sentinel,Microsoft,Microsoft Defender,alert-0311,DNStunnelingindicator,InProgress,High,0.68,0,2026-04-29T02:16:30Z,2026-04-29T02:24:30Z,"[{""Type"": ""host"", ""HostName"": ""LAP-SALES-04""}]",CommandAndControl,T1071.004,2026-04-29T02:24:35Z,SecurityAlert
2026-04-29T02:18:34Z,Credential dumping detected,Credential dumping detected,High,lsass.exe memory access from an untrusted process,Azure Sentinel,Microsoft,Microsoft Defender,alert-0312,Credentialdumpingdetected,InProgress,High,0.68,0,2026-04-29T02:18:34Z,2026-04-29T02:24:34Z,"[{""Type"": ""host"", ""HostName"": ""WS-FINANCE-01""}]",CredentialAccess,T1003.001,2026-04-29T02:24:39Z,SecurityAlert
2026-04-29T02:19:13Z,DNS tunneling indicator,DNS tunneling indicator,Medium,High volume of TXT-record queries to an uncommon domain,Azure Sentinel,Microsoft,Microsoft Defender,alert-0313,DNStunnelingindicator,New,High,0.66,0,2026-04-29T02:19:13Z,2026-04-29T02:28:13Z,"[{""Type"": ""host"", ""HostName"": ""WS-ENG-01""}]",CommandAndControl,T1071.004,2026-04-29T02:28:18Z,SecurityAlert
2026-04-29T02:25:13Z,Anomalous sign-in from unfamiliar location,Anomalous sign-in from unfamiliar location,Medium,User signed in from a country not previously seen,Azure Sentinel,Microsoft,Microsoft Defender,alert-0314,Anomaloussign-infromunfamiliarlocation,InProgress,High,0.85,0,2026-04-29T02:25:13Z,2026-04-29T02:55:13Z,"[{""Type"": ""host"", ""HostName"": ""LAP-SALES-04""}]",InitialAccess,T1078,2026-04-29T02:55:18Z,SecurityAlert
2026-04-29T02:32:31Z,Suspicious scheduled task,Suspicious scheduled task,Medium,Schtasks created with binary in ProgramData,Azure Sentinel,Microsoft,Microsoft Defender,alert-0315,Suspiciousscheduledtask,New,High,0.87,0,2026-04-29T02:32:31Z,2026-04-29T02:38:31Z,"[{""Type"": ""host"", ""HostName"": ""WS-ENG-01""}]",Persistence,T1053.005,2026-04-29T02:38:36Z,SecurityAlert
2026-04-29T02:43:42Z,Possible password spray,Possible password spray,High,A single source IP attempted login to many distinct accounts,Azure Sentinel,Microsoft,Microsoft Defender,alert-0316,Possiblepasswordspray,InProgress,High,0.68,0,2026-04-29T02:43:42Z,2026-04-29T02:58:42Z,"[{""Type"": ""host"", ""HostName"": ""WS-RECEPTION-01""}]",CredentialAccess,T1110.003,2026-04-29T02:58:47Z,SecurityAlert
2026-04-29T02:45:48Z,Anomalous sign-in from unfamiliar location,Anomalous sign-in from unfamiliar location,Medium,User signed in from a country not previously seen,Azure Sentinel,Microsoft,Microsoft Defender,alert-0317,Anomaloussign-infromunfamiliarlocation,InProgress,High,0.65,0,2026-04-29T02:45:48Z,2026-04-29T03:11:48Z,"[{""Type"": ""host"", ""HostName"": ""WS-OPS-01""}]",InitialAccess,T1078,2026-04-29T03:11:53Z,SecurityAlert
2026-04-29T02:53:25Z,Credential dumping detected,Credential dumping detected,High,lsass.exe memory access from an untrusted process,Azure Sentinel,Microsoft,Microsoft Defender,alert-0318,Credentialdumpingdetected,New,High,0.90,0,2026-04-29T02:53:25Z,2026-04-29T02:57:25Z,"[{""Type"": ""host"", ""HostName"": ""LAP-SALES-04""}]",CredentialAccess,T1003.001,2026-04-29T02:57:30Z,SecurityAlert
2026-04-29T03:04:50Z,Possible password spray,Possible password spray,High,A single source IP attempted login to many distinct accounts,Azure Sentinel,Microsoft,Microsoft Defender,alert-0319,Possiblepasswordspray,InProgress,High,0.85,0,2026-04-29T03:04:50Z,2026-04-29T03:24:50Z,"[{""Type"": ""host"", ""HostName"": ""WS-IT-02""}]",CredentialAccess,T1110.003,2026-04-29T03:24:55Z,SecurityAlert
2026-04-29T03:14:13Z,Credential dumping detected,Credential dumping detected,High,lsass.exe memory access from an untrusted process,Azure Sentinel,Microsoft,Microsoft Defender,alert-0320,Credentialdumpingdetected,New,High,0.78,0,2026-04-29T03:14:13Z,2026-04-29T03:32:13Z,"[{""Type"": ""host"", ""HostName"": ""SVR-WEB-01""}]",CredentialAccess,T1003.001,2026-04-29T03:32:18Z,SecurityAlert
2026-04-29T03:19:59Z,Suspicious scheduled task,Suspicious scheduled task,Medium,Schtasks created with binary in ProgramData,Azure Sentinel,Microsoft,Microsoft Defender,alert-0321,Suspiciousscheduledtask,InProgress,High,0.97,0,2026-04-29T03:19:59Z,2026-04-29T03:48:59Z,"[{""Type"": ""host"", ""HostName"": ""LAP-DEV-05""}]",Persistence,T1053.005,2026-04-29T03:49:04Z,SecurityAlert
2026-04-29T03:25:07Z,Lateral movement via SMB,Lateral movement via SMB,High,Unusual SMB activity from a single host to many destinations,Azure Sentinel,Microsoft,Microsoft Defender,alert-0322,LateralmovementviaSMB,New,High,0.81,0,2026-04-29T03:25:07Z,2026-04-29T03:41:07Z,"[{""Type"": ""host"", ""HostName"": ""WS-MKT-02""}]",LateralMovement,T1021.002,2026-04-29T03:41:12Z,SecurityAlert
2026-04-29T03:27:02Z,Possible password spray,Possible password spray,High,A single source IP attempted login to many distinct accounts,Azure Sentinel,Microsoft,Microsoft Defender,alert-0323,Possiblepasswordspray,New,High,0.90,0,2026-04-29T03:27:02Z,2026-04-29T03:55:02Z,"[{""Type"": ""host"", ""HostName"": ""WS-ENG-02""}]",CredentialAccess,T1110.003,2026-04-29T03:55:07Z,SecurityAlert
2026-04-29T03:42:47Z,Suspicious PowerShell execution,Suspicious PowerShell execution,Medium,Detected suspicious PowerShell EncodedCommand,Azure Sentinel,Microsoft,Microsoft Defender,alert-0324,SuspiciousPowerShellexecution,New,High,0.91,0,2026-04-29T03:42:47Z,2026-04-29T04:02:47Z,"[{""Type"": ""host"", ""HostName"": ""WS-ENG-02""}]",Execution,T1059.001,2026-04-29T04:02:52Z,SecurityAlert
2026-04-29T03:49:55Z,Mass file deletion,Mass file deletion,Low,A user deleted 200+ files within 5 minutes,Azure Sentinel,Microsoft,Microsoft Defender,alert-0325,Massfiledeletion,Resolved,High,0.67,0,2026-04-29T03:49:55Z,2026-04-29T03:50:55Z,"[{""Type"": ""host"", ""HostName"": ""SVR-WEB-01""}]",Impact,T1485,2026-04-29T03:51:00Z,SecurityAlert
2026-04-29T03:49:59Z,Suspicious PowerShell execution,Suspicious PowerShell execution,Medium,Detected suspicious PowerShell EncodedCommand,Azure Sentinel,Microsoft,Microsoft Defender,alert-0326,SuspiciousPowerShellexecution,New,High,0.83,0,2026-04-29T03:49:59Z,2026-04-29T04:12:59Z,"[{""Type"": ""host"", ""HostName"": ""WS-RECEPTION-01""}]",Execution,T1059.001,2026-04-29T04:13:04Z,SecurityAlert
2026-04-29T04:04:13Z,DNS tunneling indicator,DNS tunneling indicator,Medium,High volume of TXT-record queries to an uncommon domain,Azure Sentinel,Microsoft,Microsoft Defender,alert-0327,DNStunnelingindicator,New,High,0.91,0,2026-04-29T04:04:13Z,2026-04-29T04:30:13Z,"[{""Type"": ""host"", ""HostName"": ""WS-ENG-02""}]",CommandAndControl,T1071.004,2026-04-29T04:30:18Z,SecurityAlert
2026-04-29T04:24:28Z,Suspicious scheduled task,Suspicious scheduled task,Medium,Schtasks created with binary in ProgramData,Azure Sentinel,Microsoft,Microsoft Defender,alert-0328,Suspiciousscheduledtask,New,High,0.68,0,2026-04-29T04:24:28Z,2026-04-29T04:37:28Z,"[{""Type"": ""host"", ""HostName"": ""WS-SUPPORT-01""}]",Persistence,T1053.005,2026-04-29T04:37:33Z,SecurityAlert
2026-04-29T04:25:05Z,Credential dumping detected,Credential dumping detected,High,lsass.exe memory access from an untrusted process,Azure Sentinel,Microsoft,Microsoft Defender,alert-0329,Credentialdumpingdetected,InProgress,High,0.70,0,2026-04-29T04:25:05Z,2026-04-29T04:37:05Z,"[{""Type"": ""host"", ""HostName"": ""WS-OPS-02""}]",CredentialAccess,T1003.001,2026-04-29T04:37:10Z,SecurityAlert
2026-04-29T04:26:33Z,Outbound to unusual port,Outbound to unusual port,Low,Detected Outbound to unusual port,Microsoft Defender,Microsoft,Microsoft Defender,alert-102,Outboundtounusualport,New,High,0.95,0,2026-04-29T04:26:33Z,2026-04-29T04:31:33Z,"[{""Type"": ""host"", ""HostName"": ""WS-FINANCE-01""}]",Discovery,T1083,2026-04-29T04:27:33Z,SecurityAlert
2026-04-29T04:34:18Z,Credential dumping detected,Credential dumping detected,High,lsass.exe memory access from an untrusted process,Azure Sentinel,Microsoft,Microsoft Defender,alert-0330,Credentialdumpingdetected,New,High,0.94,0,2026-04-29T04:34:18Z,2026-04-29T04:59:18Z,"[{""Type"": ""host"", ""HostName"": ""WS-FINANCE-01""}]",CredentialAccess,T1003.001,2026-04-29T04:59:23Z,SecurityAlert
2026-04-29T04:35:22Z,Suspicious scheduled task,Suspicious scheduled task,Medium,Schtasks created with binary in ProgramData,Azure Sentinel,Microsoft,Microsoft Defender,alert-0331,Suspiciousscheduledtask,New,High,0.68,0,2026-04-29T04:35:22Z,2026-04-29T04:52:22Z,"[{""Type"": ""host"", ""HostName"": ""WS-FIN-03""}]",Persistence,T1053.005,2026-04-29T04:52:27Z,SecurityAlert
2026-04-29T04:35:45Z,Suspicious PowerShell execution,Suspicious PowerShell execution,Medium,Detected suspicious PowerShell EncodedCommand,Azure Sentinel,Microsoft,Microsoft Defender,alert-0332,SuspiciousPowerShellexecution,New,High,0.88,0,2026-04-29T04:35:45Z,2026-04-29T05:01:45Z,"[{""Type"": ""host"", ""HostName"": ""WS-MKT-02""}]",Execution,T1059.001,2026-04-29T05:01:50Z,SecurityAlert
2026-04-29T04:42:50Z,Mass file deletion,Mass file deletion,Low,A user deleted 200+ files within 5 minutes,Azure Sentinel,Microsoft,Microsoft Defender,alert-0333,Massfiledeletion,New,High,0.85,0,2026-04-29T04:42:50Z,2026-04-29T04:52:50Z,"[{""Type"": ""host"", ""HostName"": ""LAP-DEV-06""}]",Impact,T1485,2026-04-29T04:52:55Z,SecurityAlert
2026-04-29T05:01:14Z,Lateral movement via SMB,Lateral movement via SMB,High,Unusual SMB activity from a single host to many destinations,Azure Sentinel,Microsoft,Microsoft Defender,alert-0334,LateralmovementviaSMB,InProgress,High,0.83,0,2026-04-29T05:01:14Z,2026-04-29T05:06:14Z,"[{""Type"": ""host"", ""HostName"": ""WS-FINANCE-01""}]",LateralMovement,T1021.002,2026-04-29T05:06:19Z,SecurityAlert
2026-04-29T05:09:30Z,Lateral movement via SMB,Lateral movement via SMB,High,Unusual SMB activity from a single host to many destinations,Azure Sentinel,Microsoft,Microsoft Defender,alert-0335,LateralmovementviaSMB,New,High,0.68,0,2026-04-29T05:09:30Z,2026-04-29T05:31:30Z,"[{""Type"": ""host"", ""HostName"": ""WS-FIN-02""}]",LateralMovement,T1021.002,2026-04-29T05:31:35Z,SecurityAlert
